"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality"
"31474","05/07/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",46,40.861102075,-73.900218606,"(40.861102075, -73.900218606)",5166,"2420-2426 Morris Ave, Bronx, NY 10468, USA","2420-2426","Morris Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"55630","07/27/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",41,40.819028122,-73.899898721,"(40.819028122, -73.899898721)",5167,"801-839 Rev. Ricardo Tañon Ave, Bronx, NY 10455, USA","801-839","Rev. Ricardo Tañon Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"69211","09/09/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",42,40.833564445,-73.891138936,"(40.833564445, -73.891138936)",5168,"1445 Minford Pl, Bronx, NY 10460, USA","1445","Minford Place","West Bronx","Bronx","Bronx County","New York","United States","10460","5703",NA
"96594","12/13/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",42,40.83398825,-73.886603027,"(40.83398825, -73.886603027)",5169,"1533-1553 Bryant Ave, Bronx, NY 10460, USA","1533-1553","Bryant Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"32238","05/11/2015","BURGLARY","FELONY","BRONX",50,40.882104252,-73.896827511,"(40.882104252, -73.896827511)",5170,"51-75 W 238th St, Bronx, NY 10463, USA","51-75","West 238th Street","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA
"62137","08/16/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.82506399,-73.877397261,"(40.82506399, -73.877397261)",5171,"1041 Boynton Ave, Bronx, NY 10472, USA","1041","Boynton Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA
"48931","07/05/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.838649714,-73.916674162,"(40.838649714, -73.916674162)",5172,"1351 Walton Ave, Bronx, NY 10452, USA","1351","Walton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA
"36588","05/24/2015","KIDNAPPING & RELATED OFFENSES","FELONY","BRONX",43,40.823387291,-73.87017045,"(40.823387291, -73.87017045)",5173,"926 Fteley Ave, Bronx, NY 10473, USA","926","Fteley Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","4006",NA
"68541","09/05/2015","PETIT LARCENY","MISDEMEANOR","BRONX",48,40.857313075,-73.884130374,"(40.857313075, -73.884130374)",5174,"2499 Belmont Ave, Bronx, NY 10458, USA","2499","Belmont Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458","6252",NA
"35346","05/21/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",50,40.877626157,-73.911548329,"(40.877626157, -73.911548329)",5175,"74 Terrace View Ave, Bronx, NY 10463, USA","74","Terrace View Avenue","West Bronx","Bronx","New York County","New York","United States","10463","5002","New York"
"71640","09/17/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",52,40.861418203,-73.907387089,"(40.861418203, -73.907387089)",5176,"2303 Andrews Ave N, Bronx, NY 10468, USA","2303","Andrews Avenue North","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"100124","12/28/2015","DANGEROUS DRUGS","FELONY","BRONX",47,40.888646638,-73.842505511,"(40.888646638, -73.842505511)",5177,"1217 E 233rd St, Bronx, NY 10466, USA","1217","East 233rd Street","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA
"54794","07/24/2015","FELONY ASSAULT","FELONY","BRONX",46,40.85241671,-73.919899319,"(40.85241671, -73.919899319)",5178,"1793 Sedgwick Ave, Bronx, NY 10453, USA","1793","Sedgwick Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"50665","07/11/2015","HARRASSMENT 2","VIOLATION","BRONX",49,40.85167868,-73.866782493,"(40.85167868, -73.866782493)",5179,"2039-2055 Cruger Ave, Bronx, NY 10462, USA","2039-2055","Cruger Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA
"9869","02/13/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.833419507,-73.930980069,"(40.833419507, -73.930980069)",5180,"1001-1051 University Ave, Bronx, NY 10452, USA","1001-1051","University Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA
"69488","09/23/2015","PETIT LARCENY","MISDEMEANOR","BRONX",47,40.902718858,-73.848824421,"(40.902718858, -73.848824421)",5181,"719-799 E 241st St, Bronx, NY 10470, USA","719-799","East 241st Street","East Bronx","Bronx","Bronx County","New York","United States","10470",NA,NA
"6850","01/31/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.850285555,-73.903871122,"(40.850285555, -73.903871122)",5182,"227-231 E 178th St, Bronx, NY 10457, USA","227-231","East 178th Street","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"79557","10/27/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",5183,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA
"19062","03/24/2015","ADMINISTRATIVE CODE","MISDEMEANOR","BRONX",43,40.829369481,-73.861963429,"(40.829369481, -73.861963429)",5184,"1130 Underhill Ave, Bronx, NY 10472, USA","1130","Underhill Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","4804",NA
"96935","12/14/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",47,40.886680114,-73.847652954,"(40.886680114, -73.847652954)",5185,"4063 Laconia Ave, Bronx, NY 10466, USA","4063","Laconia Avenue","East Bronx","Bronx","Bronx County","New York","United States","10466","4938",NA
"33911","05/15/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.831883326,-73.866355973,"(40.831883326, -73.866355973)",5186,"1298 Beach Ave, Bronx, NY 10472, USA","1298","Beach Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA
"68473","09/05/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.821455962,-73.866203487,"(40.821455962, -73.866203487)",5187,"805-807 Sound View Ave, Bronx, NY 10473, USA","805-807","Sound View Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","3900",NA
"14548","03/05/2015","PETIT LARCENY","MISDEMEANOR","BRONX",44,40.837500239,-73.925515221,"(40.837500239, -73.925515221)",5188,"1193-1195 Bishop Wenzell P. Jackson Pl, Bronx, NY 10452, USA","1193-1195","Bishop Wenzell P. Jackson Place","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA
"76812","10/03/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",42,40.835769224,-73.90439803,"(40.835769224, -73.90439803)",5189,"1399-1439 Washington Ave, Bronx, NY 10456, USA","1399-1439","Washington Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"4072","01/20/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",41,40.812446462,-73.900110923,"(40.812446462, -73.900110923)",5190,"672-698 Timpson Pl, Bronx, NY 10455, USA","672-698","Timpson Place","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"56842","07/31/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",40,40.805996404,-73.92145063,"(40.805996404, -73.92145063)",5191,"160 Brown Pl, Bronx, NY 10454, USA","160","Brown Place","West Bronx","Bronx","Bronx County","New York","United States","10454","4111",NA
"84135","10/28/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.887459573,-73.860660176,"(40.887459573, -73.860660176)",5192,"3949-3961 Police Officer Walter E. Weaver Way, Bronx, NY 10466, USA","3949-3961","Police Officer Walter E. Weaver Way","East Bronx","Bronx","Bronx County","New York","United States","10466","3027",NA
"13327","02/28/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",48,40.846391886,-73.88412771,"(40.846391886, -73.88412771)",5193,"2115-2123 La 65 de Infantería, Bronx, NY 10460, USA","2115-2123","La 65 de Infantería","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"81711","10/21/2015","PETIT LARCENY","MISDEMEANOR","BRONX",50,40.883687317,-73.893129074,"(40.883687317, -73.893129074)",5194,"101-103 Van Cortlandt Ave W, Bronx, NY 10463, USA","101-103","Van Cortlandt Avenue West","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA
"83422","10/28/2015","PETIT LARCENY","MISDEMEANOR","BRONX",46,40.853598367,-73.900576881,"(40.853598367, -73.900576881)",5195,"2104-2108 Ryer Ave, Bronx, NY 10457, USA","2104-2108","Ryer Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"47700","07/01/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",49,40.864328139,-73.868405762,"(40.864328139, -73.868405762)",5196,"2541 Olinville Ave, Bronx, NY 10467, USA","2541","Olinville Avenue","East Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"14704","03/06/2015","ROBBERY","FELONY","BRONX",42,40.830496285,-73.903986437,"(40.830496285, -73.903986437)",5197,"579 E 168th St, Bronx, NY 10456, USA","579","East 168th Street","West Bronx","Bronx","Bronx County","New York","United States","10456","3833",NA
"68672","09/06/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",40,40.819856355,-73.920140835,"(40.819856355, -73.920140835)",5198,"301 E 153rd St, Bronx, NY 10451, USA","301","East 153rd Street","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"28447","05/06/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",49,40.843005275,-73.853116462,"(40.843005275, -73.853116462)",5199,"2406-2462 Poplar St, Bronx, NY 10462, USA","2406-2462","Poplar Street","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA
"42641","06/14/2015","PETIT LARCENY","MISDEMEANOR","BRONX",50,40.875121011,-73.908995183,"(40.875121011, -73.908995183)",5200,"5218-5244 Broadway, Bronx, NY 10463, USA","5218-5244","Broadway","West Bronx","Bronx","New York County","New York","United States","10463",NA,"New York"
"96694","12/13/2015","FELONY ASSAULT","FELONY","BRONX",40,40.812699137,-73.921619736,"(40.812699137, -73.921619736)",5201,"375 E 143rd St, Bronx, NY 10454, USA","375","East 143rd Street","West Bronx","Bronx","Bronx County","New York","United States","10454","1258",NA
"84984","10/31/2015","PETIT LARCENY","MISDEMEANOR","BRONX",50,40.891239248,-73.897583718,"(40.891239248, -73.897583718)",5202,"6025 U.S. 9, Bronx, NY 10471, USA","6025","U.S. 9","West Bronx","Bronx","Bronx County","New York","United States","10471","4102",NA
"42869","06/16/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",42,40.822298485,-73.911694131,"(40.822298485, -73.911694131)",5203,"824-858 Washington Ave, Bronx, NY 10451, USA","824-858","Washington Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451","4604",NA
"27318","08/25/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.813736892,-73.863090476,"(40.813736892, -73.863090476)",5204,"428-430 St Lawrence Ave, Bronx, NY 10473, USA","428-430","Saint Lawrence Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","3606",NA
"90879","11/23/2015","PETIT LARCENY","MISDEMEANOR","BRONX",50,40.874859606,-73.911678566,"(40.874859606, -73.911678566)",5205,"133 W 225th St, Bronx, NY 10463, USA","133","West 225th Street","West Bronx","Bronx","New York County","New York","United States","10463",NA,"New York"
"46960","06/30/2015","BURGLARY","FELONY","BRONX",46,40.85742325,-73.902346124,"(40.85742325, -73.902346124)",5206,"2255-2257 Morris Ave, Bronx, NY 10453, USA","2255-2257","Morris Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"71688","09/16/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",50,40.885311553,-73.895448261,"(40.885311553, -73.895448261)",5207,"3913 Bailey Ave, Bronx, NY 10463, USA","3913","Bailey Avenue",NA,"Bronx","Bronx County","New York","United States","10463",NA,NA
"15343","03/24/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.85241671,-73.919899319,"(40.85241671, -73.919899319)",5208,"1793 Sedgwick Ave, Bronx, NY 10453, USA","1793","Sedgwick Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"3730","01/17/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.815962809,-73.910575363,"(40.815962809, -73.910575363)",5209,"625 Westchester Ave, Bronx, NY 10455, USA","625","Westchester Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"44987","06/22/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",40,40.808170827,-73.926523367,"(40.808170827, -73.926523367)",5210,"333 E 135th St, Bronx, NY 10454, USA","333","East 135th Street","West Bronx","Bronx","Bronx County","New York","United States","10454","4301",NA
"87183","11/08/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","BRONX",46,40.852901335,-73.918207035,"(40.852901335, -73.918207035)",5211,"225-229 W Tremont Ave, Bronx, NY 10453, USA","225-229","West Tremont Avenue","Morris Heights","Bronx","Bronx County","New York","United States","10453",NA,NA
"76662","10/02/2015","FRAUDS","MISDEMEANOR","BRONX",40,40.810398494,-73.924895311,"(40.810398494, -73.924895311)",5212,"262-268 Alexander Ave, Bronx, NY 10454, USA","262-268","Alexander Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA
"31692","05/08/2015","HARRASSMENT 2","VIOLATION","BRONX",40,40.81527993,-73.904427462,"(40.81527993, -73.904427462)",5213,"664 Union Ave, Bronx, NY 10455, USA","664","Union Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455","2317",NA
"100031","12/28/2015","HARRASSMENT 2","VIOLATION","BRONX",42,40.828513113,-73.89594221,"(40.828513113, -73.89594221)",5214,"890 E 169th St, Bronx, NY 10459, USA","890","East 169th Street","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA
"76650","10/02/2015","DANGEROUS WEAPONS","FELONY","BRONX",40,40.805501602,-73.916477255,"(40.805501602, -73.916477255)",5215,"603 E 137th St, Bronx, NY 10454, USA","603","East 137th Street","West Bronx","Bronx","Bronx County","New York","United States","10454","3101",NA
"93321","12/01/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",44,40.832844936,-73.913342415,"(40.832844936, -73.913342415)",5216,"1210 College Ave, Bronx, NY 10456, USA","1210","College Avenue","Fleetwood - Concourse Village","Bronx","Bronx County","New York","United States","10456",NA,NA
"40631","06/07/2015","GRAND LARCENY","FELONY","BRONX",42,40.827911797,-73.912170875,"(40.827911797, -73.912170875)",5217,"1033 Webster Ave, Bronx, NY 10456, USA","1033","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","5931",NA
"52403","07/18/2015","SEX CRIMES","FELONY","BRONX",41,40.791151878,-73.884382753,"(40.791151878, -73.884382753)",5218,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA
"77459","11/13/2015","GRAND LARCENY","FELONY","BRONX",46,40.847734938,-73.920909778,"(40.847734938, -73.920909778)",5219,"1482 Montgomery Ave, Bronx, NY 10453, USA","1482","Montgomery Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"94843","12/08/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",44,40.831641048,-73.922518887,"(40.831641048, -73.922518887)",5220,"80 E 165th St, Bronx, NY 10452, USA","80","East 165th Street","West Bronx","Bronx","Bronx County","New York","United States","10452","9104",NA
"30097","05/02/2015","GRAND LARCENY","FELONY","BRONX",48,40.858347353,-73.886413278,"(40.858347353, -73.886413278)",5221,"2500 Hoffman St, Bronx, NY 10458, USA","2500","Hoffman Street","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"87115","11/09/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.877961257,-73.886708837,"(40.877961257, -73.886708837)",5222,"3222 Jerome Ave, Bronx, NY 10468, USA","3222","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"98974","12/23/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.832631412,-73.888444685,"(40.832631412, -73.888444685)",5223,"1477 Vyse Ave, Bronx, NY 10460, USA","1477","Vyse Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"34841","05/18/2015","PETIT LARCENY","MISDEMEANOR","BRONX",48,40.841120042,-73.890508561,"(40.841120042, -73.890508561)",5224,"777-839 E 175th St, Bronx, NY 10460, USA","777-839","East 175th Street","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"50103","07/09/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",42,40.83096906,-73.889426744,"(40.83096906, -73.889426744)",5225,"1426-1428 Vyse Ave, Bronx, NY 10459, USA","1426-1428","Vyse Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA
"64913","08/25/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.816980584,-73.921152255,"(40.816980584, -73.921152255)",5226,"305-315 E 149th St, Bronx, NY 10451, USA","305-315","East 149th Street","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"59108","08/07/2015","OFFENSES AGAINST THE PERSON","MISDEMEANOR","BRONX",43,40.822570299,-73.871003056,"(40.822570299, -73.871003056)",5227,"1661 Story Ave, Bronx, NY 10473, USA","1661","Story Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"37752","05/28/2015","OTHER OFFENSES RELATED TO THEF","MISDEMEANOR","BRONX",44,40.842271968,-73.905032007,"(40.842271968, -73.905032007)",5228,"1638 Clay Ave, Bronx, NY 10457, USA","1638","Clay Avenue","Claremont","Bronx","Bronx County","New York","United States","10457",NA,NA
"53624","07/22/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.822638358,-73.870504316,"(40.822638358, -73.870504316)",5229,"1661-1679 Story Ave, Bronx, NY 10473, USA","1661-1679","Story Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"53380","07/20/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",40,40.81005831,-73.925144953,"(40.81005831, -73.925144953)",5230,"225 Alexander Ave, Bronx, NY 10454, USA","225","Alexander Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA
