"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality","X[[i]]"
"97175","12/15/2015","HARRASSMENT 2","VIOLATION","BRONX",49,40.845670991,-73.860227242,"(40.845670991, -73.860227242)",452,"855-857 Kinsella St, Bronx, NY 10462, USA","855-857","Kinsella Street","East Bronx","Bronx","Bronx County","New York","United States","10462","3905",NA,NA
"79893","10/15/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.834273652,-73.854740238,"(40.834273652, -73.854740238)",453,"1315 Olmstead Ave, Bronx, NY 10462, USA","1315","Olmstead Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462","4405",NA,NA
"44882","08/05/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",454,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA,NA
"86834","11/08/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.86235854,-73.896413467,"(40.86235854, -73.896413467)",455,"210 E Fordham Rd, Bronx, NY 10458, USA","210","East Fordham Road","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"31343","05/07/2015","THEFT-FRAUD","FELONY","BRONX",44,40.843054915,-73.920478022,"(40.843054915, -73.920478022)",456,"1437-1449 Shakespeare Ave, Bronx, NY 10452, USA","1437-1449","Shakespeare Avenue","Mount Eden","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"98571","12/21/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",42,40.831210467,-73.892190723,"(40.831210467, -73.892190723)",457,"1330 Louis Nine Blvd, Bronx, NY 10459, USA","1330","Louis Nine Boulevard","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"32635","05/11/2015","ROBBERY","FELONY","BRONX",42,40.834348017,-73.908465527,"(40.834348017, -73.908465527)",458,"1289-1347 Webster Ave, Bronx, NY 10456, USA","1289-1347","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"64828","08/25/2015","HARRASSMENT 2","VIOLATION","BRONX",42,40.83046481,-73.899263603,"(40.83046481, -73.899263603)",459,"783e E 169th St, Bronx, NY 10456, USA","783e","East 169th Street","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"70145","09/13/2015","FELONY ASSAULT","FELONY","BRONX",46,40.853075279,-73.898744982,"(40.853075279, -73.898744982)",460,"2107 Tiebout Ave, Bronx, NY 10457, USA","2107","Tiebout Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457","3149",NA,NA
"63254","08/20/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",461,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA,NA
"46185","06/26/2015","MURDER & NON-NEGL. MANSLAUGHTER","FELONY","BRONX",52,40.862365981,-73.892545127,"(40.862365981, -73.892545127)",462,"2543-2557 Marion Ave, Bronx, NY 10458, USA","2543-2557","Marion Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"94485","12/05/2015","HARRASSMENT 2","VIOLATION","BRONX",42,40.822281823,-73.901299316,"(40.822281823, -73.901299316)",463,"819-849 E 163rd St, Bronx, NY 10459, USA","819-849","East 163rd Street","Morrisania","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"85351","11/16/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.869404748,-73.879998318,"(40.869404748, -73.879998318)",464,"3016 Webster Ave, Bronx, NY 10467, USA","3016","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10467","4901",NA,NA
"15853","03/10/2015","FELONY ASSAULT","FELONY","BRONX",52,40.863087847,-73.898621279,"(40.863087847, -73.898621279)",465,"65 E 190th St, Bronx, NY 10468, USA","65","East 190th Street","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"55943","07/28/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.832861874,-73.849680583,"(40.832861874, -73.849680583)",466,"2239 Ellis Ave, Bronx, NY 10462, USA","2239","Ellis Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462","5105",NA,NA
"6260","01/28/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",47,40.887212976,-73.830230499,"(40.887212976, -73.830230499)",467,"3725-3727 Rombouts Ave, Bronx, NY 10466, USA","3725-3727","Rombouts Avenue","East Bronx","Bronx","Bronx County","New York","United States","10466","6124",NA,NA
"51203","07/14/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",46,40.856296137,-73.91389025,"(40.856296137, -73.91389025)",468,"241 Osborne Pl, Bronx, NY 10453, USA","241","Osborne Place","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"8481","02/07/2015","HARRASSMENT 2","VIOLATION","BRONX",42,40.84032964,-73.899642599,"(40.84032964, -73.899642599)",469,"3921-3973 Third Ave, Bronx, NY 10457, USA","3921-3973","Third Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA,NA
"11337","02/21/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.83797773,-73.885255456,"(40.83797773, -73.885255456)",470,"1797 Vyse Ave, Bronx, NY 10460, USA","1797","Vyse Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA,NA
"54686","07/24/2015","DANGEROUS DRUGS","FELONY","BRONX",52,40.86664189,-73.88646419,"(40.86664189, -73.88646419)",471,"366 E 198th St, Bronx, NY 10458, USA","366","East 198th Street","Jerome Park","Bronx","Bronx County","New York","United States","10458","3104",NA,NA
"73557","09/22/2015","OFFENSES INVOLVING FRAUD","MISDEMEANOR","BRONX",40,40.820142178,-73.913066306,"(40.820142178, -73.913066306)",472,"3040 Yolanda Garcia Way, Bronx, NY 10451, USA","3040","Yolanda Garcia Way","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"39869","06/08/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.834330608,-73.900692403,"(40.834330608, -73.900692403)",473,"595-619 E 170th St, Bronx, NY 10456, USA","595-619","East 170th Street","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"4838","01/23/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",41,40.812916573,-73.888943752,"(40.812916573, -73.888943752)",474,"638-640 Barretto St, Bronx, NY 10474, USA","638-640","Barretto Street","West Bronx","Bronx","Bronx County","New York","United States","10474",NA,NA,NA
"39675","06/04/2015","ROBBERY","FELONY","BRONX",41,40.822320437,-73.889408597,"(40.822320437, -73.889408597)",475,"984-998 Faile St, Bronx, NY 10459, USA","984-998","Faile Street","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"20035","03/31/2015","GRAND LARCENY","FELONY","BRONX",42,40.832509874,-73.909497941,"(40.832509874, -73.909497941)",476,"1225-1227 Webster Ave, Bronx, NY 10456, USA","1225-1227","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","3373",NA,NA
"592","01/04/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",52,40.870161287,-73.905505604,"(40.870161287, -73.905505604)",477,"2678-2736 Kingsbridge Terrace, Bronx, NY 10463, USA","2678-2736","Kingsbridge Terrace","Fordham Manor","Bronx","Bronx County","New York","United States","10463",NA,NA,NA
"23479","04/10/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",50,40.887716898,-73.913209407,"(40.887716898, -73.913209407)",478,"3601-3699 Independence Ave, Bronx, NY 10463, USA","3601-3699","Independence Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA,NA
"42081","06/12/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.873751111,-73.855015586,"(40.873751111, -73.855015586)",479,"1103 E Gun Hill Rd, Bronx, NY 10469, USA","1103","East Gun Hill Road","East Bronx","Bronx","Bronx County","New York","United States","10469","2492",NA,NA
"42403","06/13/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.830611515,-73.907281814,"(40.830611515, -73.907281814)",480,"1162-1206 Washington Ave, Bronx, NY 10456, USA","1162-1206","Washington Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"20267","03/27/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.865033502,-73.895172831,"(40.865033502, -73.895172831)",481,"2615 Grand Concourse, Bronx, NY 10468, USA","2615","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"34198","05/16/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",49,40.856576728,-73.843893678,"(40.856576728, -73.843893678)",482,"2122 Eastchester Rd, Bronx, NY 10461, USA","2122","Eastchester Road","East Bronx","Bronx","Bronx County","New York","United States","10461",NA,NA,NA
"38500","06/06/2015","PETIT LARCENY","MISDEMEANOR","BRONX",47,40.885654514,-73.828726385,"(40.885654514, -73.828726385)",483,"4078-4090 Boston Rd, Bronx, NY 10475, USA","4078-4090","Boston Road","East Bronx","Bronx","Bronx County","New York","United States","10475","1124",NA,NA
"7542","02/03/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",40,40.811351235,-73.921263686,"(40.811351235, -73.921263686)",484,"342 Willis Ave, Bronx, NY 10454, USA","342","Willis Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA,NA
"34409","05/18/2015","GRAND LARCENY","FELONY","BRONX",50,40.89486883,-73.898840469,"(40.89486883, -73.898840469)",485,"4732-5020 Tibbett Ave, Bronx, NY 10471, USA","4732-5020","Tibbett Avenue","West Bronx","Bronx","Bronx County","New York","United States","10471","3414",NA,NA
"46966","06/30/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.822663919,-73.821777915,"(40.822663919, -73.821777915)",486,"515-555 Calhoun Ave, Bronx, NY 10465, USA","515-555","Calhoun Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465",NA,NA,NA
"312","01/22/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.828415998,-73.843909158,"(40.828415998, -73.843909158)",487,"1000 Zerega Ave, Bronx, NY 10462, USA","1000","Zerega Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462","5402",NA,NA
"63020","08/19/2015","FELONY ASSAULT","FELONY","BRONX",47,40.875493968,-73.850690692,"(40.875493968, -73.850690692)",488,"3394-3398 Boston Rd, Bronx, NY 10469, USA","3394-3398","Boston Road","East Bronx","Bronx","Bronx County","New York","United States","10469","2404",NA,NA
"25383","04/17/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",44,40.843328854,-73.923755796,"(40.843328854, -73.923755796)",489,"1439 Ogden Ave, Bronx, NY 10452, USA","1439","Ogden Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452","2308",NA,NA
"85411","11/03/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.82763478,-73.89291919,"(40.82763478, -73.89291919)",490,"1152 Simpson St, Bronx, NY 10459, USA","1152","Simpson Street","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"27468","04/23/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",41,40.817218497,-73.884319404,"(40.817218497, -73.884319404)",491,"800 Whittier St, Bronx, NY 10474, USA","800","Whittier Street","West Bronx","Bronx","Bronx County","New York","United States","10474","4908",NA,NA
"46673","12/02/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.82817579,-73.823869769,"(40.82817579, -73.823869769)",492,"3637 E Tremont Ave, Bronx, NY 10465, USA","3637","East Tremont Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465",NA,NA,NA
"40503","06/08/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.823273246,-73.919732064,"(40.823273246, -73.919732064)",493,"760-798 Concourse Village E, Bronx, NY 10451, USA","760-798","Concourse Village East","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"35559","07/21/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","BRONX",50,40.869891946,-73.901785463,"(40.869891946, -73.901785463)",494,"2725-2737 Webb Ave, Bronx, NY 10468, USA","2725-2737","Webb Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"26597","04/20/2015","HARRASSMENT 2","VIOLATION","BRONX",42,40.826617293,-73.903139291,"(40.826617293, -73.903139291)",495,"730-740 E 166th St, Bronx, NY 10456, USA","730-740","East 166th Street","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"42735","06/14/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",41,40.804960221,-73.883986717,"(40.804960221, -73.883986717)",496,"1 Lighting Pl, Bronx, NY 10474, USA",NA,"1 Lighting Place","West Bronx","Bronx","Bronx County","New York","United States","10474",NA,NA,NA
"20495","03/28/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX",45,40.831159716,-73.822351398,"(40.831159716, -73.822351398)",497,"900 Hollywood Ave, Bronx, NY 10465, USA","900","Hollywood Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465",NA,NA,NA
"22365","04/04/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.819214563,-73.847164302,"(40.819214563, -73.847164302)",498,"2201-2235 Randall Ave, Bronx, NY 10473, USA","2201-2235","Randall Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA,NA
"46867","06/28/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",47,40.885064646,-73.834536001,"(40.885064646, -73.834536001)",499,"22-78 Harper Ct, Bronx, NY 10466, USA","22-78","Harper Court","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA,NA
"18543","03/22/2015","HARRASSMENT 2","VIOLATION","BRONX",48,40.859882651,-73.893217937,"(40.859882651, -73.893217937)",500,"2457 Webster Ave, Bronx, NY 10458, USA","2457","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458","5508",NA,NA
"39683","06/04/2015","HARRASSMENT 2","VIOLATION","BRONX",41,40.817463724,-73.900005846,"(40.817463724, -73.900005846)",501,"776 Dawson St, Bronx, NY 10455, USA","776","Dawson Street","West Bronx","Bronx","Bronx County","New York","United States","10455","1813",NA,NA
"7072","02/01/2015","FRAUDS","MISDEMEANOR","BRONX",43,40.819273544,-73.868270853,"(40.819273544, -73.868270853)",502,"701-779 Croes Ave, Bronx, NY 10473, USA","701-779","Croes Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA,NA
"86852","11/07/2015","DANGEROUS DRUGS","FELONY","BRONX",48,40.845379776,-73.882098215,"(40.845379776, -73.882098215)",503,"2101-2129 Honeywell Ave, Bronx, NY 10460, USA","2101-2129","Honeywell Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA,NA
"89722","11/17/2015","ROBBERY","FELONY","BRONX",46,40.860716972,-73.899246702,"(40.860716972, -73.899246702)",504,"2390-2414 Creston Ave, Bronx, NY 10468, USA","2390-2414","Creston Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"16994","04/27/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.836212863,-73.853709673,"(40.836212863, -73.853709673)",505,"2147 Starling Ave, Bronx, NY 10462, USA","2147","Starling Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA,NA
"65419","08/28/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",49,40.860158821,-73.870731317,"(40.860158821, -73.870731317)",506,"2300 Bronx Park E, Bronx, NY 10467, USA","2300","Bronx Park East","East Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA,NA
"34473","05/17/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",52,40.86532058,-73.903325153,"(40.86532058, -73.903325153)",507,"2502-2504 University Ave, Bronx, NY 10468, USA","2502-2504","University Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"41775","06/11/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",42,40.823084122,-73.912542172,"(40.823084122, -73.912542172)",508,"842 Elton Ave, Bronx, NY 10451, USA","842","Elton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"61768","08/15/2015","CRIMINAL TRESPASS","MISDEMEANOR","BRONX",41,40.820152075,-73.892273671,"(40.820152075, -73.892273671)",509,"921 Southern Blvd, Bronx, NY 10459, USA","921","Southern Boulevard","Woodstock","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"56360","07/29/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",44,40.831957616,-73.919858904,"(40.831957616, -73.919858904)",510,"1075 Grand Concourse, Bronx, NY 10452, USA","1075","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"55635","07/27/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.820954868,-73.858017409,"(40.820954868, -73.858017409)",511,"734-774 White Plains Rd, Bronx, NY 10473, USA","734-774","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10473","2634",NA,NA
"48347","07/03/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",41,40.820276273,-73.896009285,"(40.820276273, -73.896009285)",512,"924-928 Kelly St, Bronx, NY 10459, USA","924-928","Kelly Street","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"18479","03/20/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX",43,40.832140291,-73.865462892,"(40.832140291, -73.865462892)",513,"1299 Taylor Ave, Bronx, NY 10472, USA","1299","Taylor Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","4711",NA,NA
"52600","07/17/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.822575962,-73.915707914,"(40.822575962, -73.915707914)",514,"375 E 158th St, Bronx, NY 10451, USA","375","East 158th Street","West Bronx","Bronx","Bronx County","New York","United States","10451","4407",NA,NA
"71679","09/16/2015","FELONY ASSAULT","FELONY","BRONX",46,40.84756695,-73.916225644,"(40.84756695, -73.916225644)",515,"1647 Macombs Rd, Bronx, NY 10453, USA","1647","Macombs Road","West Bronx","Bronx","Bronx County","New York","United States","10453","7659",NA,NA
"19435","03/24/2015","PETIT LARCENY","MISDEMEANOR","BRONX",49,40.855572186,-73.865719147,"(40.855572186, -73.865719147)",516,"2157-2187 Holland Ave, Bronx, NY 10462, USA","2157-2187","Holland Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA,NA
